Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,38,1,8.0,0,1-2 Year,Yes,46860.0,124.0,208,1
Male,29,1,21.0,0,< 1 Year,Yes,30880.0,152.0,272,0
Female,34,1,16.0,0,1-2 Year,Yes,2630.0,152.0,297,0
Female,22,1,47.0,1,< 1 Year,No,35296.0,152.0,208,0
Female,21,1,8.0,0,< 1 Year,Yes,62679.0,152.0,139,0
Male,29,1,28.0,0,1-2 Year,Yes,60897.0,156.0,109,0
Male,22,1,30.0,1,< 1 Year,No,21991.0,152.0,241,0
Female,40,1,46.0,0,1-2 Year,Yes,29294.0,26.0,102,0
Male,68,1,50.0,0,1-2 Year,Yes,2630.0,26.0,222,0
Male,37,1,45.0,1,1-2 Year,No,25567.0,124.0,184,0
Male,60,0,28.0,0,1-2 Year,Yes,45941.0,26.0,158,0
Male,78,1,17.0,1,1-2 Year,No,50148.0,26.0,103,0
Male,56,1,41.0,0,1-2 Year,No,2630.0,26.0,236,0
Female,73,1,28.0,0,1-2 Year,Yes,59512.0,124.0,195,0
Female,25,1,14.0,1,< 1 Year,No,35991.0,152.0,217,0
Female,55,1,28.0,0,1-2 Year,Yes,41324.0,124.0,184,0
Female,24,1,30.0,1,< 1 Year,No,23531.0,152.0,232,0
Male,42,1,25.0,1,1-2 Year,No,19345.0,152.0,169,0
Male,47,1,3.0,0,1-2 Year,Yes,35598.0,124.0,52,0
Female,44,1,30.0,1,1-2 Year,No,38420.0,124.0,132,0
Female,30,1,37.0,1,< 1 Year,No,30867.0,152.0,16,0
Female,25,1,15.0,1,< 1 Year,No,34008.0,152.0,260,0
Female,24,1,11.0,0,< 1 Year,No,30036.0,152.0,193,0
Female,29,1,29.0,0,1-2 Year,Yes,2630.0,163.0,190,0
Male,42,1,50.0,0,1-2 Year,No,31267.0,124.0,121,1
Male,20,1,15.0,1,< 1 Year,No,34815.0,160.0,281,0
Female,23,1,34.0,1,< 1 Year,No,35380.0,151.0,88,0
Female,26,1,47.0,0,< 1 Year,Yes,2630.0,157.0,21,0
Male,53,1,13.0,0,< 1 Year,No,2630.0,1.0,276,0
Male,22,1,30.0,1,< 1 Year,No,28922.0,152.0,288,0
Female,27,1,46.0,0,< 1 Year,Yes,39349.0,152.0,207,0
Male,68,1,43.0,1,1-2 Year,No,36137.0,124.0,290,0
Female,61,1,28.0,0,1-2 Year,Yes,37739.0,26.0,200,0
Male,53,1,8.0,1,1-2 Year,No,39628.0,124.0,50,0
Female,51,1,3.0,0,1-2 Year,Yes,2630.0,124.0,182,1
Female,74,1,28.0,0,1-2 Year,Yes,56890.0,122.0,289,0
Female,24,1,6.0,1,< 1 Year,No,16626.0,152.0,95,0
Female,24,1,17.0,1,< 1 Year,No,46995.0,152.0,173,0
Male,63,1,12.0,0,1-2 Year,Yes,2630.0,26.0,108,1
Male,58,1,28.0,1,1-2 Year,No,35057.0,23.0,65,0
Male,25,1,50.0,0,< 1 Year,No,2630.0,160.0,98,0
Male,71,1,28.0,0,1-2 Year,Yes,52749.0,26.0,91,0
Female,22,1,27.0,0,< 1 Year,Yes,27010.0,152.0,24,0
Female,24,1,28.0,1,< 1 Year,No,59613.0,152.0,24,0
Female,57,1,28.0,0,> 2 Years,Yes,37258.0,122.0,292,0
Female,68,1,3.0,1,1-2 Year,No,28896.0,26.0,177,0
Female,28,1,50.0,1,< 1 Year,No,30486.0,152.0,216,0
Female,21,1,28.0,0,< 1 Year,Yes,89375.0,152.0,90,0
Female,31,1,3.0,1,< 1 Year,No,25127.0,152.0,294,0
Female,56,1,28.0,0,1-2 Year,Yes,37193.0,26.0,256,0
Female,23,1,3.0,0,< 1 Year,Yes,22516.0,152.0,135,0
Male,42,1,46.0,1,1-2 Year,No,2630.0,26.0,126,0
Male,72,1,28.0,1,1-2 Year,No,40704.0,26.0,212,0
Male,37,1,28.0,0,1-2 Year,Yes,45119.0,157.0,198,1
Female,58,1,28.0,1,1-2 Year,No,33976.0,26.0,132,0
Female,55,1,28.0,0,1-2 Year,Yes,30376.0,26.0,264,0
Female,43,1,28.0,1,1-2 Year,No,46236.0,124.0,248,0
Female,24,1,30.0,1,< 1 Year,No,26461.0,152.0,187,0
Male,67,1,28.0,1,1-2 Year,No,42558.0,61.0,72,0
Female,34,1,28.0,0,1-2 Year,Yes,30712.0,122.0,251,1
Female,23,1,46.0,1,< 1 Year,No,33844.0,152.0,97,0
Male,21,1,46.0,1,< 1 Year,No,25759.0,152.0,125,0
Male,45,1,28.0,0,1-2 Year,Yes,2630.0,26.0,248,1
Male,23,1,8.0,1,< 1 Year,No,49408.0,152.0,70,0
Male,56,1,18.0,1,1-2 Year,No,2630.0,122.0,203,0
Male,44,1,0.0,0,1-2 Year,Yes,2630.0,124.0,178,0
Female,22,1,15.0,0,< 1 Year,Yes,44900.0,152.0,158,0
Female,29,1,18.0,1,< 1 Year,No,24563.0,152.0,116,0
Male,43,1,46.0,0,1-2 Year,Yes,23404.0,124.0,19,1
Female,21,1,8.0,0,< 1 Year,Yes,45407.0,160.0,97,0
Male,23,1,41.0,1,< 1 Year,No,51266.0,152.0,95,0
Female,21,1,17.0,1,< 1 Year,No,38834.0,152.0,52,0
Male,57,1,41.0,0,1-2 Year,Yes,38172.0,124.0,20,1
Female,21,1,21.0,0,1-2 Year,Yes,34730.0,157.0,279,0
Female,26,1,34.0,0,< 1 Year,No,2630.0,152.0,145,0
Male,35,1,8.0,0,1-2 Year,Yes,37310.0,26.0,63,1
Female,22,1,11.0,1,< 1 Year,No,25785.0,152.0,271,0
Male,42,1,28.0,0,1-2 Year,Yes,36171.0,26.0,220,0
Female,49,1,28.0,1,1-2 Year,No,53074.0,124.0,196,0
Female,67,1,28.0,0,1-2 Year,Yes,33188.0,122.0,210,0
Female,43,1,28.0,1,1-2 Year,No,37984.0,124.0,145,0
Male,28,1,23.0,1,< 1 Year,Yes,28628.0,156.0,160,0
Male,34,1,28.0,1,1-2 Year,No,36502.0,152.0,259,0
Female,22,1,12.0,1,< 1 Year,No,21512.0,152.0,147,0
Female,73,1,3.0,0,1-2 Year,Yes,57481.0,26.0,233,0
Male,21,1,28.0,0,< 1 Year,Yes,27410.0,160.0,231,0
Female,36,1,43.0,0,1-2 Year,Yes,31206.0,124.0,109,1
Male,28,1,30.0,1,< 1 Year,No,16996.0,152.0,278,0
Female,25,1,23.0,1,< 1 Year,No,28359.0,152.0,99,0
Female,35,1,28.0,0,1-2 Year,Yes,41013.0,158.0,219,1
Male,50,1,31.0,0,1-2 Year,Yes,2630.0,124.0,254,1
Female,22,1,36.0,0,< 1 Year,Yes,32012.0,26.0,140,0
Male,38,1,24.0,0,1-2 Year,No,2630.0,156.0,11,0
Male,28,1,29.0,1,< 1 Year,No,2630.0,160.0,164,0
Male,39,1,28.0,0,1-2 Year,Yes,25033.0,124.0,33,0
Female,43,1,15.0,1,1-2 Year,No,29675.0,124.0,205,0
Female,39,1,28.0,0,1-2 Year,Yes,39740.0,59.0,11,0
Male,63,1,41.0,1,1-2 Year,No,35143.0,26.0,58,0
Male,47,1,5.0,1,1-2 Year,No,26832.0,124.0,101,0
Male,52,1,28.0,0,1-2 Year,Yes,23041.0,26.0,298,1
Male,23,1,36.0,0,< 1 Year,Yes,74502.0,152.0,128,0
Female,21,1,43.0,1,< 1 Year,No,41653.0,152.0,171,0
Male,24,1,16.0,1,< 1 Year,No,28208.0,152.0,27,0
Male,21,1,8.0,0,< 1 Year,No,52552.0,160.0,221,0
Female,50,1,29.0,1,1-2 Year,No,25749.0,135.0,277,0
Female,25,1,17.0,1,< 1 Year,No,34086.0,152.0,255,0
Male,63,1,39.0,0,1-2 Year,Yes,2630.0,124.0,48,0
Male,24,1,6.0,1,< 1 Year,No,2630.0,152.0,102,0
Female,24,1,28.0,1,< 1 Year,No,41573.0,152.0,74,0
Female,41,1,15.0,0,1-2 Year,Yes,39506.0,156.0,39,0
Male,24,1,3.0,1,< 1 Year,No,2630.0,152.0,219,0
Female,22,1,23.0,1,< 1 Year,No,2630.0,160.0,139,0
Female,22,1,41.0,1,< 1 Year,No,24614.0,152.0,175,0
Female,26,1,28.0,0,< 1 Year,Yes,50118.0,26.0,255,1
Male,48,1,48.0,1,1-2 Year,Yes,2630.0,124.0,177,0
Female,38,1,28.0,0,1-2 Year,Yes,33842.0,156.0,192,0
Female,22,1,8.0,1,< 1 Year,No,67817.0,152.0,95,0
Female,37,1,30.0,0,1-2 Year,Yes,2630.0,156.0,218,0
Female,23,1,32.0,0,< 1 Year,Yes,28933.0,160.0,120,0
Female,25,1,10.0,1,< 1 Year,No,42079.0,152.0,131,0
Female,22,1,30.0,1,< 1 Year,No,48906.0,152.0,51,0
Female,26,1,15.0,1,< 1 Year,No,41784.0,152.0,105,0
Male,43,1,28.0,0,1-2 Year,No,33822.0,26.0,214,0
Male,57,1,28.0,0,1-2 Year,Yes,2630.0,124.0,30,0
Female,28,1,28.0,0,1-2 Year,Yes,2630.0,156.0,77,1
Female,56,1,36.0,1,1-2 Year,No,2630.0,26.0,145,0
Male,39,1,12.0,0,1-2 Year,Yes,27287.0,154.0,155,0
Male,33,1,19.0,1,< 1 Year,No,38278.0,152.0,18,0
Female,23,1,28.0,1,< 1 Year,No,29557.0,152.0,282,0
Male,22,1,17.0,1,< 1 Year,No,41122.0,152.0,218,0
Female,27,1,29.0,1,< 1 Year,No,41398.0,152.0,105,0
Male,26,1,28.0,1,< 1 Year,No,40676.0,152.0,259,0
Female,43,1,30.0,0,1-2 Year,Yes,2630.0,154.0,139,0
Male,43,1,28.0,1,1-2 Year,No,33854.0,125.0,113,0
Female,24,1,47.0,1,< 1 Year,No,34014.0,152.0,290,0
Female,56,1,28.0,0,> 2 Years,Yes,39888.0,4.0,212,1
Male,20,1,36.0,1,< 1 Year,No,27482.0,160.0,213,0
Male,21,1,36.0,0,< 1 Year,No,35677.0,152.0,66,0
Male,30,1,2.0,0,1-2 Year,Yes,32642.0,163.0,291,1
Female,25,1,15.0,0,< 1 Year,Yes,36775.0,152.0,227,0
Female,31,1,6.0,1,< 1 Year,No,25990.0,152.0,236,0
Male,35,1,17.0,0,1-2 Year,No,38191.0,26.0,271,0
Female,59,1,28.0,0,> 2 Years,Yes,53720.0,157.0,299,0
Female,23,1,36.0,1,< 1 Year,No,38909.0,152.0,142,0
Female,42,1,28.0,0,1-2 Year,No,25677.0,124.0,55,0
Male,28,1,50.0,1,< 1 Year,No,31444.0,152.0,255,0
Female,53,1,28.0,0,1-2 Year,Yes,45398.0,122.0,11,1
Male,24,1,11.0,0,< 1 Year,Yes,40157.0,124.0,18,0
Female,25,1,6.0,1,< 1 Year,No,39430.0,152.0,201,0
Female,24,1,10.0,1,< 1 Year,No,30664.0,152.0,48,0
Female,23,1,10.0,0,< 1 Year,Yes,2630.0,152.0,276,0
Male,24,1,47.0,0,< 1 Year,No,31779.0,152.0,81,0
Male,46,1,28.0,0,1-2 Year,Yes,44924.0,26.0,30,0
Male,28,1,24.0,0,< 1 Year,Yes,24879.0,152.0,285,0
Female,24,1,2.0,1,< 1 Year,No,50935.0,152.0,268,0
Female,52,1,36.0,0,1-2 Year,Yes,42731.0,124.0,10,1
Male,34,1,23.0,0,1-2 Year,Yes,20690.0,124.0,120,1
Male,26,1,8.0,1,< 1 Year,No,32410.0,152.0,54,0
Female,24,1,41.0,0,< 1 Year,No,24190.0,152.0,139,0
Female,29,1,46.0,0,< 1 Year,Yes,24845.0,152.0,186,0
Male,36,1,28.0,0,1-2 Year,Yes,35149.0,26.0,120,1
Male,26,1,28.0,0,< 1 Year,Yes,47999.0,26.0,207,1
Female,30,1,6.0,1,< 1 Year,No,27167.0,152.0,200,0
Female,25,1,11.0,1,< 1 Year,No,45285.0,152.0,60,0
Female,36,1,28.0,0,1-2 Year,No,30125.0,125.0,170,0
Female,52,1,28.0,0,1-2 Year,Yes,48862.0,13.0,284,1
Male,39,1,28.0,0,1-2 Year,Yes,32893.0,124.0,86,0
Female,30,1,3.0,0,< 1 Year,Yes,37047.0,124.0,148,0
Male,27,1,11.0,1,< 1 Year,No,24795.0,152.0,166,0
Female,36,1,39.0,1,1-2 Year,No,2630.0,160.0,294,0
Male,23,1,15.0,1,< 1 Year,No,23376.0,152.0,230,0
Male,45,1,8.0,0,1-2 Year,Yes,42070.0,124.0,253,0
Male,28,1,1.0,1,< 1 Year,No,2630.0,152.0,292,0
Male,38,1,33.0,0,1-2 Year,Yes,30064.0,124.0,213,0
Male,47,1,41.0,1,1-2 Year,No,30573.0,12.0,99,0
Male,25,1,47.0,0,< 1 Year,Yes,30291.0,152.0,266,1
Female,24,1,5.0,1,< 1 Year,No,28305.0,152.0,217,0
Female,23,1,29.0,1,< 1 Year,No,29008.0,152.0,145,0
Male,55,1,8.0,0,1-2 Year,Yes,33198.0,124.0,62,1
Female,34,1,8.0,0,1-2 Year,No,2630.0,124.0,199,0
Male,28,1,3.0,1,< 1 Year,Yes,35262.0,124.0,55,0
Male,54,1,28.0,0,> 2 Years,Yes,46064.0,26.0,263,1
Female,26,1,30.0,0,< 1 Year,Yes,29369.0,152.0,167,1
Male,63,1,41.0,0,1-2 Year,Yes,2630.0,26.0,156,0
Male,59,1,11.0,0,1-2 Year,Yes,25342.0,124.0,188,1
Male,79,1,28.0,0,1-2 Year,Yes,23353.0,124.0,113,0
Male,54,1,7.0,1,1-2 Year,No,29961.0,26.0,172,0
Male,43,1,20.0,0,1-2 Year,Yes,2630.0,154.0,231,0
Female,48,1,28.0,0,1-2 Year,Yes,2630.0,26.0,64,0
Male,51,1,28.0,0,> 2 Years,Yes,36921.0,116.0,212,1
Male,22,1,3.0,1,< 1 Year,No,48853.0,152.0,139,0
Female,31,1,30.0,1,< 1 Year,No,38005.0,152.0,254,0
Male,24,1,46.0,1,< 1 Year,No,30593.0,152.0,189,0
Female,58,1,28.0,1,1-2 Year,No,37100.0,122.0,59,0
Male,23,1,11.0,0,< 1 Year,Yes,2630.0,160.0,94,0
Male,50,1,28.0,0,1-2 Year,Yes,44558.0,26.0,81,0
Male,76,1,33.0,0,1-2 Year,Yes,37113.0,26.0,149,0
Female,24,1,45.0,0,< 1 Year,No,35481.0,152.0,206,0
Female,44,1,46.0,0,1-2 Year,Yes,36289.0,124.0,278,0
Male,52,1,28.0,0,1-2 Year,Yes,31536.0,13.0,124,0
Male,23,1,37.0,0,1-2 Year,Yes,2630.0,156.0,89,0
Female,32,1,28.0,0,< 1 Year,Yes,50126.0,124.0,188,1
Female,45,1,28.0,0,> 2 Years,Yes,52011.0,26.0,250,1
Female,53,1,28.0,0,> 2 Years,Yes,53157.0,26.0,83,0
Female,31,1,35.0,0,1-2 Year,Yes,59255.0,154.0,61,1
Male,30,1,28.0,0,< 1 Year,Yes,39588.0,124.0,215,1
Female,25,1,23.0,1,< 1 Year,No,28812.0,152.0,87,0
Female,59,1,28.0,0,1-2 Year,No,38349.0,26.0,243,0
Female,42,1,28.0,0,1-2 Year,Yes,58681.0,26.0,91,0
Male,58,1,50.0,1,1-2 Year,No,37834.0,26.0,125,0
Female,43,1,28.0,0,1-2 Year,Yes,40744.0,122.0,248,0
Female,30,1,3.0,1,< 1 Year,No,2630.0,152.0,140,0
Female,32,1,46.0,0,1-2 Year,Yes,29146.0,156.0,87,1
Female,51,1,8.0,0,> 2 Years,Yes,43100.0,124.0,293,0
Female,22,1,30.0,0,< 1 Year,No,31107.0,152.0,39,0
Male,23,1,3.0,1,< 1 Year,No,31155.0,152.0,224,0
Male,76,1,6.0,0,> 2 Years,Yes,31480.0,26.0,20,0
Male,35,1,36.0,0,1-2 Year,Yes,33160.0,124.0,198,0
Female,46,1,28.0,0,1-2 Year,Yes,29458.0,26.0,32,0
Female,29,1,21.0,0,1-2 Year,Yes,26363.0,124.0,201,1
Male,23,1,8.0,0,< 1 Year,Yes,34680.0,152.0,191,0
Male,47,1,10.0,1,1-2 Year,No,27602.0,154.0,26,0
Female,24,1,18.0,1,< 1 Year,No,25536.0,152.0,39,0
Female,25,1,28.0,0,< 1 Year,Yes,50159.0,26.0,210,0
Male,29,1,50.0,0,< 1 Year,Yes,30673.0,152.0,121,0
Male,21,1,39.0,1,< 1 Year,No,43900.0,160.0,111,0
Female,26,1,18.0,1,< 1 Year,No,43977.0,152.0,97,0
Female,46,1,46.0,0,1-2 Year,Yes,2630.0,124.0,249,0
Male,21,1,36.0,0,< 1 Year,Yes,29434.0,152.0,78,1
Male,56,1,45.0,1,1-2 Year,No,2630.0,157.0,296,0
Female,22,1,30.0,1,< 1 Year,No,27196.0,152.0,135,0
Male,36,1,47.0,0,1-2 Year,Yes,2630.0,157.0,278,1
Female,75,1,29.0,1,1-2 Year,No,36256.0,60.0,297,0
Female,21,1,8.0,1,< 1 Year,No,44129.0,160.0,59,0
Female,42,1,44.0,0,1-2 Year,Yes,2630.0,154.0,72,0
Male,45,1,47.0,1,1-2 Year,No,27438.0,26.0,144,0
Female,26,1,33.0,1,< 1 Year,No,36999.0,152.0,167,0
Male,39,1,28.0,0,1-2 Year,Yes,28924.0,124.0,285,1
Female,24,1,22.0,1,< 1 Year,No,29028.0,152.0,111,0
Female,26,1,35.0,1,< 1 Year,No,35374.0,152.0,129,0
Female,78,1,28.0,0,1-2 Year,Yes,41858.0,26.0,272,0
Male,24,1,8.0,1,< 1 Year,No,29342.0,152.0,10,0
Female,21,1,8.0,0,< 1 Year,Yes,32428.0,160.0,207,0
Male,50,1,7.0,0,1-2 Year,Yes,45371.0,25.0,14,1
Female,22,1,15.0,1,< 1 Year,No,25754.0,152.0,289,0
Male,74,1,28.0,1,1-2 Year,No,42519.0,122.0,248,0
Male,22,1,41.0,0,< 1 Year,No,2630.0,160.0,130,0
Female,34,1,21.0,0,1-2 Year,Yes,31800.0,26.0,230,0
Male,49,1,41.0,0,1-2 Year,Yes,43376.0,26.0,285,1
Male,22,1,45.0,1,< 1 Year,No,28699.0,152.0,292,0
Female,22,1,46.0,1,< 1 Year,No,29969.0,160.0,226,0
Female,39,1,28.0,1,1-2 Year,No,56163.0,152.0,21,0
Female,45,1,28.0,1,1-2 Year,No,45583.0,26.0,154,0
Male,27,1,8.0,1,< 1 Year,No,42952.0,152.0,71,0
Female,34,1,29.0,1,1-2 Year,No,2630.0,26.0,175,0
Female,22,1,7.0,1,< 1 Year,No,2630.0,152.0,133,0
Male,74,1,28.0,1,1-2 Year,Yes,41883.0,26.0,293,0
Male,65,1,39.0,0,1-2 Year,Yes,40919.0,122.0,206,0
Male,25,1,29.0,1,< 1 Year,No,26189.0,152.0,18,0
Female,24,1,11.0,1,< 1 Year,No,29835.0,152.0,110,0
Male,23,1,8.0,1,< 1 Year,No,38901.0,26.0,205,0
Male,59,1,28.0,0,1-2 Year,Yes,54266.0,122.0,38,1
Female,60,1,50.0,0,1-2 Year,No,33813.0,26.0,41,0
Male,63,1,28.0,0,1-2 Year,Yes,66744.0,122.0,241,1
Female,24,1,45.0,1,< 1 Year,No,26260.0,152.0,169,0
Female,43,1,24.0,1,1-2 Year,No,26407.0,124.0,34,0
Female,52,1,45.0,1,1-2 Year,No,28335.0,152.0,17,0
Male,41,1,8.0,0,1-2 Year,Yes,37738.0,26.0,77,0
Male,32,1,28.0,0,1-2 Year,Yes,25822.0,154.0,90,1
Female,67,1,3.0,0,1-2 Year,Yes,27306.0,124.0,76,0
Male,46,1,28.0,0,1-2 Year,Yes,50277.0,26.0,226,1
Female,24,1,12.0,1,< 1 Year,No,36255.0,152.0,120,0
Male,36,1,39.0,0,1-2 Year,Yes,2630.0,124.0,256,1
Female,79,1,28.0,1,1-2 Year,No,32752.0,26.0,223,0
Female,33,1,21.0,1,< 1 Year,No,20801.0,152.0,50,0
Male,22,1,32.0,1,< 1 Year,No,2630.0,152.0,215,0
Female,23,1,13.0,0,< 1 Year,No,22493.0,152.0,189,0
Female,70,1,8.0,0,1-2 Year,Yes,49886.0,25.0,274,0
Male,27,1,41.0,1,< 1 Year,No,39411.0,152.0,82,0
Female,61,1,28.0,0,< 1 Year,Yes,2630.0,30.0,37,0
Female,41,1,28.0,0,1-2 Year,Yes,47811.0,13.0,144,0
Female,25,1,10.0,0,< 1 Year,No,24815.0,152.0,129,0
Male,43,1,47.0,1,1-2 Year,No,30824.0,113.0,29,0
Male,42,1,6.0,0,1-2 Year,Yes,32256.0,26.0,142,0
Male,26,1,41.0,0,< 1 Year,Yes,38491.0,124.0,267,1
Female,24,1,47.0,1,< 1 Year,No,31065.0,152.0,21,0
Female,27,1,35.0,1,< 1 Year,No,28128.0,152.0,221,0
Male,23,1,46.0,0,< 1 Year,No,23001.0,152.0,116,0
Male,52,1,30.0,1,1-2 Year,No,2630.0,140.0,50,0
Female,35,1,39.0,0,1-2 Year,Yes,34602.0,124.0,187,1
Female,70,1,8.0,1,1-2 Year,No,61626.0,7.0,75,0
Male,48,1,46.0,0,1-2 Year,Yes,27841.0,26.0,57,0
Male,26,1,47.0,1,< 1 Year,No,33369.0,152.0,107,0
Male,32,1,46.0,1,< 1 Year,No,2630.0,152.0,67,0
Male,48,1,29.0,1,1-2 Year,Yes,2630.0,156.0,219,0
Male,36,1,33.0,0,1-2 Year,Yes,2630.0,124.0,98,0
Female,43,1,28.0,0,1-2 Year,Yes,49048.0,13.0,156,1
Female,25,1,32.0,0,< 1 Year,No,25359.0,152.0,160,0
Male,58,1,31.0,1,1-2 Year,No,2630.0,124.0,129,0
Female,25,1,15.0,1,< 1 Year,No,2630.0,151.0,262,0
Male,23,1,41.0,1,< 1 Year,No,22831.0,151.0,211,0
Male,60,1,14.0,0,1-2 Year,Yes,22126.0,26.0,131,0
Male,65,1,28.0,0,> 2 Years,Yes,38129.0,158.0,220,0
Female,25,1,13.0,0,< 1 Year,Yes,24206.0,152.0,284,0
Female,30,1,23.0,1,< 1 Year,No,29375.0,152.0,209,0
Female,36,1,28.0,1,1-2 Year,No,38600.0,124.0,27,0
Male,42,1,28.0,1,1-2 Year,No,31027.0,139.0,178,0
Male,24,1,29.0,1,< 1 Year,No,32951.0,152.0,93,0
Female,22,1,10.0,1,< 1 Year,No,26577.0,152.0,24,0
Female,68,1,8.0,1,1-2 Year,No,45094.0,124.0,20,0
Male,20,1,43.0,1,< 1 Year,No,26422.0,160.0,181,0
Male,24,1,8.0,0,< 1 Year,Yes,20669.0,152.0,44,0
Male,59,1,41.0,1,1-2 Year,No,43542.0,124.0,43,0
Female,43,1,8.0,0,1-2 Year,Yes,17712.0,124.0,176,0
Male,38,1,43.0,0,1-2 Year,Yes,24288.0,124.0,39,0
Female,32,1,28.0,0,< 1 Year,Yes,2630.0,26.0,115,0
Male,36,1,28.0,0,1-2 Year,Yes,46633.0,124.0,85,1
Male,23,1,41.0,1,< 1 Year,No,31550.0,152.0,73,0
Female,39,1,8.0,0,1-2 Year,Yes,34878.0,26.0,95,0
Male,47,1,46.0,1,1-2 Year,No,2630.0,124.0,52,0
Female,27,1,9.0,1,< 1 Year,Yes,2630.0,160.0,225,0
Male,69,0,50.0,0,1-2 Year,Yes,33818.0,124.0,132,0
Female,58,1,28.0,0,> 2 Years,Yes,47996.0,124.0,18,0
Male,45,1,8.0,0,1-2 Year,Yes,32185.0,26.0,253,0
Female,24,1,36.0,1,< 1 Year,No,2630.0,152.0,22,0
Female,42,1,46.0,0,1-2 Year,No,2630.0,157.0,147,0
Female,29,1,29.0,1,< 1 Year,No,38544.0,152.0,199,0
Male,45,1,43.0,0,1-2 Year,Yes,23764.0,124.0,32,1
Female,28,1,6.0,1,< 1 Year,No,22524.0,152.0,102,0
Male,26,1,50.0,1,< 1 Year,No,43787.0,152.0,208,0
Male,23,1,12.0,1,< 1 Year,No,39084.0,152.0,270,0
Female,20,1,13.0,0,< 1 Year,Yes,24885.0,160.0,247,0
Male,34,1,46.0,0,1-2 Year,Yes,20928.0,157.0,188,1
Female,26,1,41.0,1,< 1 Year,No,41479.0,152.0,184,0
Female,36,1,28.0,0,1-2 Year,Yes,65024.0,124.0,275,0
Female,31,1,28.0,1,1-2 Year,No,65303.0,122.0,247,0
Male,53,1,28.0,1,1-2 Year,No,33562.0,51.0,95,0
Male,25,1,41.0,0,< 1 Year,No,43582.0,152.0,96,0
Male,60,1,46.0,0,1-2 Year,Yes,27787.0,26.0,30,1
Female,54,1,24.0,0,1-2 Year,Yes,2630.0,157.0,185,0
Female,44,1,28.0,0,1-2 Year,Yes,53387.0,124.0,196,0
Female,53,1,8.0,0,1-2 Year,Yes,38553.0,124.0,115,1
Male,21,1,28.0,0,1-2 Year,Yes,52859.0,154.0,92,0
Female,45,1,11.0,1,1-2 Year,No,35786.0,26.0,109,0
Male,25,1,28.0,0,< 1 Year,Yes,47150.0,152.0,283,0
Female,24,1,10.0,1,< 1 Year,No,2630.0,152.0,209,0
Female,47,1,15.0,1,1-2 Year,No,29339.0,152.0,274,0
Female,30,1,28.0,0,< 1 Year,Yes,38263.0,26.0,89,1
Female,55,1,28.0,0,1-2 Year,Yes,35938.0,122.0,91,1
Male,38,1,28.0,0,1-2 Year,Yes,33066.0,26.0,47,1
Male,23,1,28.0,1,< 1 Year,No,28579.0,152.0,61,0
Female,32,1,35.0,1,< 1 Year,No,24638.0,152.0,78,0
Male,27,1,18.0,1,< 1 Year,No,24090.0,152.0,284,0
Male,40,1,48.0,1,1-2 Year,No,2630.0,122.0,18,0
Male,48,1,28.0,0,1-2 Year,Yes,64319.0,53.0,70,0
Female,30,1,21.0,1,< 1 Year,No,20352.0,152.0,248,0
Male,66,1,28.0,0,1-2 Year,Yes,55299.0,52.0,228,0
Male,24,1,14.0,1,< 1 Year,No,21193.0,26.0,295,0
Male,22,1,45.0,1,< 1 Year,No,24833.0,152.0,37,0
Male,26,1,28.0,1,< 1 Year,No,51455.0,152.0,84,0
Male,20,1,34.0,0,< 1 Year,Yes,31124.0,160.0,281,0
Female,40,1,8.0,0,1-2 Year,Yes,30799.0,26.0,15,0
Female,37,1,50.0,1,1-2 Year,No,42822.0,8.0,272,0
Female,27,1,35.0,0,< 1 Year,Yes,28566.0,152.0,141,0
Male,21,1,15.0,0,< 1 Year,Yes,25980.0,160.0,51,0
Male,61,1,39.0,0,1-2 Year,Yes,2630.0,26.0,31,1
Female,53,1,16.0,0,1-2 Year,Yes,23846.0,26.0,85,1
Male,28,1,28.0,1,< 1 Year,No,66162.0,152.0,116,0
Female,31,1,46.0,0,< 1 Year,Yes,24200.0,152.0,21,0
Female,21,1,28.0,0,< 1 Year,Yes,33960.0,152.0,63,0
Female,25,1,3.0,1,< 1 Year,No,2630.0,152.0,123,0
Female,56,1,28.0,0,1-2 Year,Yes,56766.0,122.0,121,0
Male,53,1,28.0,1,1-2 Year,No,55986.0,124.0,267,0
Female,64,1,15.0,0,1-2 Year,Yes,33733.0,26.0,60,0
Male,23,1,15.0,1,< 1 Year,No,27188.0,152.0,136,0
Male,22,1,14.0,1,< 1 Year,No,35563.0,152.0,252,0
Female,26,1,2.0,1,< 1 Year,No,2630.0,152.0,52,0
Female,21,1,6.0,0,1-2 Year,Yes,42151.0,163.0,65,1
Female,45,1,28.0,1,1-2 Year,No,49085.0,26.0,66,0
Male,29,1,43.0,0,< 1 Year,Yes,2630.0,151.0,81,0
Female,52,1,8.0,0,1-2 Year,Yes,53758.0,26.0,276,0
Male,71,1,28.0,0,> 2 Years,Yes,31030.0,157.0,36,0
Female,51,1,10.0,1,1-2 Year,No,42112.0,152.0,120,0
Male,68,1,33.0,0,> 2 Years,Yes,39183.0,26.0,298,0
Male,45,1,28.0,1,1-2 Year,No,45687.0,124.0,267,0
Male,21,1,46.0,1,< 1 Year,No,29034.0,160.0,298,0
Male,20,1,46.0,1,< 1 Year,No,43685.0,160.0,92,0
